unique_id,cutoff,ds,y,y_hat
T000002,1995-06-30,1995-08-31,54603.0,57016.09
T000002,1995-06-30,1995-09-30,59248.0,65840.53
T000002,1995-06-30,1995-10-31,78967.0,73876.08
T000002,1995-06-30,1995-11-30,66298.0,67892.08
T000002,1995-06-30,1995-12-31,60692.0,67405.766
T000002,1995-12-31,1996-01-31,71999.0,63306.84
T000002,1995-12-31,1996-02-29,57392.0,61202.316
T000002,1995-12-31,1996-03-31,78414.0,69152.914
T000002,1995-12-31,1996-04-30,72222.0,70414.07
T000002,1995-12-31,1996-05-31,66030.0,67426.18
T000002,1995-12-31,1996-06-30,65179.0,66247.14
T000002,1996-06-30,1996-07-31,69204.0,67659.734
T000002,1996-06-30,1996-08-31,59921.0,60270.367
T000002,1996-06-30,1996-09-30,62987.0,69825.24
T000002,1996-06-30,1996-10-31,89547.0,77989.11
T000002,1996-06-30,1996-11-30,75328.0,70488.76
T000002,1996-06-30,1996-12-31,64502.0,71096.23
T000002,1996-12-31,1997-01-31,82246.0,73366.43
T000002,1996-12-31,1997-02-28,62445.0,67910.695
T000002,1996-12-31,1997-03-31,89234.0,74913.375
T000002,1996-12-31,1997-04-30,88004.0,73385.35
T000002,1996-12-31,1997-05-31,77768.0,72289.54
T000002,1996-12-31,1997-06-30,72134.0,69588.07
T000002,1997-06-30,1997-07-31,58023.0,77520.18
T000002,1997-06-30,1997-08-31,55868.0,67202.734
T000002,1997-06-30,1997-09-30,59086.0,76682.78
T000002,1997-06-30,1997-10-31,83562.0,89919.88
T000002,1997-06-30,1997-11-30,70929.0,80915.51
T000002,1997-06-30,1997-12-31,61918.0,79782.88
T000002,1997-12-31,1998-01-31,60700.0,68561.93
T000002,1997-12-31,1998-02-28,57556.0,63605.91
T000002,1997-12-31,1998-03-31,69259.0,74077.164
T000002,1997-12-31,1998-04-30,76468.0,71389.67
T000002,1997-12-31,1998-05-31,71353.0,71447.805
T000002,1997-12-31,1998-06-30,67198.0,67725.66
T000002,1998-06-30,1998-07-31,67310.0,67896.05
T000002,1998-06-30,1998-08-31,59948.0,65294.938
T000002,1998-06-30,1998-09-30,57766.0,71156.484
T000002,1998-06-30,1998-10-31,89328.0,81209.52
T000002,1998-06-30,1998-11-30,80095.0,77266.2
T000002,1998-06-30,1998-12-31,71345.0,72155.76
T000002,1998-12-31,1999-01-31,65272.0,72894.78
T000002,1998-12-31,1999-02-28,50325.0,72200.7
T000002,1998-12-31,1999-03-31,80869.0,76579.54
T000002,1998-12-31,1999-04-30,77311.0,81659.31
T000002,1998-12-31,1999-05-31,67898.0,79481.63
T000002,1998-12-31,1999-06-30,69994.0,75671.13
T000002,1999-06-30,1999-07-31,72211.0,71440.164
T000002,1999-06-30,1999-08-31,64821.0,62871.707
T000002,1999-06-30,1999-09-30,62960.0,69131.92
T000002,1999-06-30,1999-10-31,96831.0,82405.52
T000002,1999-06-30,1999-11-30,84010.0,78733.25
T000002,1999-06-30,1999-12-31,66423.0,77534.875
T000002,1999-12-31,2000-01-31,66513.0,75038.195
T000002,1999-12-31,2000-02-29,58611.0,69307.5
T000002,1999-12-31,2000-03-31,84251.0,80970.83
T000002,1999-12-31,2000-04-30,86790.0,81398.81
T000002,1999-12-31,2000-05-31,78407.0,79244.336
T000002,1999-12-31,2000-06-30,85116.0,75616.71
T000002,2000-06-30,2000-07-31,83509.0,86324.5
T000002,2000-06-30,2000-08-31,72482.0,78595.04
T000002,2000-06-30,2000-09-30,71027.0,83889.21
T000002,2000-06-30,2000-10-31,102227.0,96990.086
T000002,2000-06-30,2000-11-30,93525.0,93230.68
T000002,2000-06-30,2000-12-31,83550.0,85149.05
T000002,2000-12-31,2001-01-31,67809.0,83108.41
T000002,2000-12-31,2001-02-28,68639.0,80914.766
T000002,2000-12-31,2001-03-31,91386.0,89939.17
T000002,2000-12-31,2001-04-30,92745.0,96441.16
T000002,2000-12-31,2001-05-31,82683.0,92638.445
T000002,2000-12-31,2001-06-30,87511.0,91015.32
T000002,2001-06-30,2001-07-31,85417.0,88610.5
T000002,2001-06-30,2001-08-31,77333.0,81490.84
T000002,2001-06-30,2001-09-30,58667.0,86029.81
T000002,2001-06-30,2001-10-31,73983.0,95648.47
T000002,2001-06-30,2001-11-30,75409.0,95479.15
T000002,2001-06-30,2001-12-31,74135.0,90916.43
T000002,2001-12-31,2002-01-31,76294.0,72802.26
T000002,2001-12-31,2002-02-28,58438.0,76036.79
T000002,2001-12-31,2002-03-31,93484.0,86445.06
T000002,2001-12-31,2002-04-30,92560.0,86898.49
T000002,2001-12-31,2002-05-31,81826.0,81723.234
T000002,2001-12-31,2002-06-30,85601.0,82516.086
T000002,2002-06-30,2002-07-31,84516.0,90191.01
T000002,2002-06-30,2002-08-31,75714.0,85988.125
T000002,2002-06-30,2002-09-30,72027.0,72031.2
T000002,2002-06-30,2002-10-31,104180.0,77903.4
T000002,2002-06-30,2002-11-30,95803.0,81352.375
T000002,2002-06-30,2002-12-31,80401.0,86196.63
T000002,2002-12-31,2003-01-31,80860.0,83633.56
T000002,2002-12-31,2003-02-28,61444.0,78072.4
T000002,2002-12-31,2003-03-31,70274.0,91560.73
T000002,2002-12-31,2003-04-30,13276.0,96478.11
T000002,2002-12-31,2003-05-31,8766.0,91375.82
T000002,2002-12-31,2003-06-30,20262.0,89460.695
T000002,2003-06-30,2003-07-31,49302.0,42828.594
T000002,2003-06-30,2003-08-31,67804.0,41467.254
T000002,2003-06-30,2003-09-30,71877.0,45507.05
T000002,2003-06-30,2003-10-31,88143.0,46609.715
T000002,2003-06-30,2003-11-30,81385.0,51568.28
T000002,2003-06-30,2003-12-31,70398.0,62272.85
T000002,2003-12-31,2004-01-31,63632.0,76308.45
T000002,2003-12-31,2004-02-29,69411.0,65035.96
T000002,2003-12-31,2004-03-31,86238.0,82520.41
T000002,2003-12-31,2004-04-30,89248.0,35938.004
T000002,2003-12-31,2004-05-31,80577.0,6619.3086
T000002,2003-12-31,2004-06-30,93187.0,42412.016
T000002,2004-06-30,2004-07-31,96569.0,84026.66
T000002,2004-06-30,2004-08-31,83880.0,92439.234
T000002,2004-06-30,2004-09-30,83259.0,98551.78
T000002,2004-06-30,2004-10-31,114520.0,102788.15
T000002,2004-06-30,2004-11-30,102524.0,101486.11
T000002,2004-06-30,2004-12-31,88651.0,95738.28
T000002,2004-12-31,2005-01-31,89162.0,87419.81
T000002,2004-12-31,2005-02-28,66728.0,88441.82
T000002,2004-12-31,2005-03-31,104864.0,95879.67
T000002,2004-12-31,2005-04-30,102253.0,100850.516
T000002,2004-12-31,2005-05-31,91564.0,97100.3
T000002,2004-12-31,2005-06-30,99782.0,96659.79
T000002,2005-06-30,2005-07-31,100335.0,103080.445
T000002,2005-06-30,2005-08-31,87455.0,94024.26
T000002,2005-06-30,2005-09-30,87126.0,100924.82
T000002,2005-06-30,2005-10-31,113382.0,109005.66
T000002,2005-06-30,2005-11-30,109339.0,105061.02
T000002,2005-06-30,2005-12-31,91099.0,103064.91
T000002,2005-12-31,2006-01-31,84685.0,94058.51
T000002,2005-12-31,2006-02-28,72779.0,86884.8
T000002,2005-12-31,2006-03-31,106548.0,101753.17
T000002,2005-12-31,2006-04-30,105057.0,107036.99
T000002,2005-12-31,2006-05-31,92703.0,100739.93
T000002,2005-12-31,2006-06-30,102484.0,100594.13
T000002,2006-06-30,2006-07-31,101753.0,104710.91
T000002,2006-06-30,2006-08-31,86872.0,98395.74
T000002,2006-06-30,2006-09-30,87775.0,103128.69
T000002,2006-06-30,2006-10-31,116104.0,108528.8
T000002,2006-06-30,2006-11-30,108333.0,108964.64
T000002,2006-06-30,2006-12-31,93932.0,103629.234
T000003,1993-12-31,1994-01-31,17151.0,18999.777
T000003,1993-12-31,1994-02-28,13018.0,18817.885
T000003,1993-12-31,1994-03-31,18585.0,18827.936
T000003,1993-12-31,1994-04-30,16094.0,19139.133
T000003,1993-12-31,1994-05-31,15018.0,17550.072
T000003,1993-12-31,1994-06-30,12455.0,16252.5205
T000003,1994-06-30,1994-07-31,15644.0,14095.953
T000003,1994-06-30,1994-08-31,12648.0,12274.698
T000003,1994-06-30,1994-09-30,11248.0,12105.05
T000003,1994-06-30,1994-10-31,17809.0,17633.836
T000003,1994-06-30,1994-11-30,18251.0,17668.148
T000003,1994-06-30,1994-12-31,17369.0,17489.648
T000003,1994-12-31,1995-01-31,14968.0,17752.592
T000003,1994-12-31,1995-02-28,12571.0,17007.902
T000003,1994-12-31,1995-03-31,16676.0,18268.79
T000003,1994-12-31,1995-04-30,14378.0,17493.979
T000003,1994-12-31,1995-05-31,13986.0,17655.879
T000003,1994-12-31,1995-06-30,12351.0,14862.992
T000003,1995-06-30,1995-07-31,15576.0,13447.409
T000003,1995-06-30,1995-08-31,12986.0,11205.646
T000003,1995-06-30,1995-09-30,10762.0,11673.177
T000003,1995-06-30,1995-10-31,16629.0,14670.9375
T000003,1995-06-30,1995-11-30,16383.0,15274.48
T000003,1995-06-30,1995-12-31,17390.0,15226.462
T000003,1995-12-31,1996-01-31,19643.0,16679.49
T000003,1995-12-31,1996-02-29,14097.0,16780.625
T000003,1995-12-31,1996-03-31,21439.0,17189.03
T000003,1995-12-31,1996-04-30,16345.0,16803.877
T000003,1995-12-31,1996-05-31,15189.0,16687.584
T000003,1995-12-31,1996-06-30,12956.0,15021.799
T000003,1996-06-30,1996-07-31,16947.0,15397.717
T000003,1996-06-30,1996-08-31,13236.0,13427.736
T000003,1996-06-30,1996-09-30,10964.0,12299.358
T000003,1996-06-30,1996-10-31,16477.0,16081.717
T000003,1996-06-30,1996-11-30,15731.0,16268.596
T000003,1996-06-30,1996-12-31,12904.0,17151.455
T000003,1996-12-31,1997-01-31,14661.0,15497.208
T000003,1996-12-31,1997-02-28,13794.0,14561.475
T000003,1996-12-31,1997-03-31,20844.0,16306.0
T000003,1996-12-31,1997-04-30,17134.0,14616.07
T000003,1996-12-31,1997-05-31,16427.0,14942.099
T000003,1996-12-31,1997-06-30,14506.0,13646.862
T000003,1997-06-30,1997-07-31,13356.0,16334.436
T000003,1997-06-30,1997-08-31,13690.0,14255.563
T000003,1997-06-30,1997-09-30,12171.0,11386.208
T000003,1997-06-30,1997-10-31,18605.0,15501.996
T000003,1997-06-30,1997-11-30,18411.0,15607.876
T000003,1997-06-30,1997-12-31,18747.0,14279.268
T000003,1997-12-31,1998-01-31,16132.0,17781.586
T000003,1997-12-31,1998-02-28,14573.0,18652.771
T000003,1997-12-31,1998-03-31,19116.0,20660.76
T000003,1997-12-31,1998-04-30,17322.0,19693.914
T000003,1997-12-31,1998-05-31,16402.0,20220.314
T000003,1997-12-31,1998-06-30,13640.0,17682.182
T000003,1998-06-30,1998-07-31,16710.0,14264.911
T000003,1998-06-30,1998-08-31,15751.0,14192.301
T000003,1998-06-30,1998-09-30,12804.0,14022.121
T000003,1998-06-30,1998-10-31,20712.0,17539.783
T000003,1998-06-30,1998-11-30,23253.0,18090.87
T000003,1998-06-30,1998-12-31,21986.0,17457.318
T000003,1998-12-31,1999-01-31,17988.0,21039.4
T000003,1998-12-31,1999-02-28,14599.0,21745.1
T000003,1998-12-31,1999-03-31,22193.0,22200.078
T000003,1998-12-31,1999-04-30,19324.0,21874.41
T000003,1998-12-31,1999-05-31,17435.0,21854.447
T000003,1998-12-31,1999-06-30,14650.0,18514.875
T000003,1999-06-30,1999-07-31,18571.0,16445.465
T000003,1999-06-30,1999-08-31,17641.0,15290.205
T000003,1999-06-30,1999-09-30,13983.0,14094.593
T000003,1999-06-30,1999-10-31,24130.0,18842.32
T000003,1999-06-30,1999-11-30,25334.0,21357.78
T000003,1999-06-30,1999-12-31,20337.0,20262.23
T000003,1999-12-31,2000-01-31,18946.0,21719.281
T000003,1999-12-31,2000-02-29,17229.0,20705.02
T000003,1999-12-31,2000-03-31,23880.0,22724.494
T000003,1999-12-31,2000-04-30,21507.0,22435.799
T000003,1999-12-31,2000-05-31,20808.0,21502.758
T000003,1999-12-31,2000-06-30,16336.0,18286.83
T000003,2000-06-30,2000-07-31,20887.0,18225.986
T000003,2000-06-30,2000-08-31,20106.0,17547.457
T000003,2000-06-30,2000-09-30,16468.0,15302.366
T000003,2000-06-30,2000-10-31,25025.0,21976.42
T000003,2000-06-30,2000-11-30,27221.0,23688.715
T000003,2000-06-30,2000-12-31,24682.0,21347.482
T000003,2000-12-31,2001-01-31,20114.0,24505.02
T000003,2000-12-31,2001-02-28,21251.0,25170.107
T000003,2000-12-31,2001-03-31,26398.0,26453.977
T000003,2000-12-31,2001-04-30,21951.0,26196.031
T000003,2000-12-31,2001-05-31,20521.0,26425.637
T000003,2000-12-31,2001-06-30,16630.0,22080.88
T000003,2001-06-30,2001-07-31,20347.0,18837.73
T000003,2001-06-30,2001-08-31,18710.0,18092.328
T000003,2001-06-30,2001-09-30,14964.0,16681.115
T000003,2001-06-30,2001-10-31,21900.0,20953.035
T000003,2001-06-30,2001-11-30,23807.0,23799.473
T000003,2001-06-30,2001-12-31,23114.0,22235.273
T000003,2001-12-31,2002-01-31,21864.0,22870.951
T000003,2001-12-31,2002-02-28,17663.0,24467.287
T000003,2001-12-31,2002-03-31,25826.0,25523.453
T000003,2001-12-31,2002-04-30,24541.0,24495.928
T000003,2001-12-31,2002-05-31,21020.0,23938.941
T000003,2001-12-31,2002-06-30,17764.0,20130.463
T000003,2002-06-30,2002-07-31,20651.0,20567.93
T000003,2002-06-30,2002-08-31,19040.0,18725.535
T000003,2002-06-30,2002-09-30,17065.0,15670.817
T000003,2002-06-30,2002-10-31,26673.0,21211.623
T000003,2002-06-30,2002-11-30,28147.0,22890.396
T000003,2002-06-30,2002-12-31,24713.0,22111.48
T000003,2002-12-31,2003-01-31,22613.0,25803.084
T000003,2002-12-31,2003-02-28,18756.0,24484.74
T000003,2002-12-31,2003-03-31,21823.0,27328.646
T000003,2002-12-31,2003-04-30,5351.0,26770.994
T000003,2002-12-31,2003-05-31,3958.0,26181.576
T000003,2002-12-31,2003-06-30,6945.0,22161.45
T000003,2003-06-30,2003-07-31,13251.0,12492.174
T000003,2003-06-30,2003-08-31,15081.0,12827.103
T000003,2003-06-30,2003-09-30,15052.0,13286.75
T000003,2003-06-30,2003-10-31,20622.0,14003.039
T000003,2003-06-30,2003-11-30,20671.0,17422.947
T000003,2003-06-30,2003-12-31,22686.0,20306.05
T000003,2003-12-31,2004-01-31,18483.0,20504.082
