unique_id,cutoff,target_start,target_end,online_source,online_series_step,u_hat,score_pi_width,score_resid_scale,score_err_var,window_smape,q,reject_meta_model,accept_meta_model,reject_pi_width,accept_pi_width,reject_resid_scale,accept_resid_scale,reject_err_var,accept_err_var,reject_random_q,accept_random_q,reject_oracle_q,accept_oracle_q
T000032,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.9676919251176526,2436.5553180295456,0.03482456895427455,423.26570733275213,1.0906450601701407,0.05,True,False,False,True,False,True,False,True,False,True,True,False
T000035,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.052317712862232746,28.096772917739436,0.014234085227074492,9.317949242647463,0.07990866437342345,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000036,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.3087062873574999,78.11189374597738,0.006882040597723557,9.030133775329167,0.07128128345591944,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000039,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.29307944061937063,2463.4854758683327,0.022185602426085728,211.5446302779542,0.09290409700612683,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000040,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.23622476975117535,2132.764885261571,0.013721171068044893,234.5136570302751,0.2033886392590441,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000041,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,2,0.31220138173904544,565.6505413201219,0.054937176153970355,84.82458840197968,0.07961314305099292,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000042,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,2,0.3452163738882269,1027.5834713464587,0.021482487554836935,127.77851653519902,0.40681314512271816,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000043,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,2,0.4809238747922157,616452178955.0781,0.02086530026105632,83.08981142216697,0.17686280368585766,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000044,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,2,0.23622476975117535,2132.764885261571,0.013721171068044893,234.5136570302751,0.2033886392590441,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000065,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.3914064323177007,65694.75456038005,0.020911675686147255,11137.853661382593,0.2201629020719642,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000066,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.37769525053454467,84441.34683860646,0.044785709144928576,6720.3187994012505,0.11122252179793667,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000067,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.3007497663779004,8446.655563888273,0.02075962433460403,791.1408261100431,0.1594206996156947,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000068,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.32929210350657145,20163.14177778032,0.03192902427976077,1565.5537349017122,0.2524425293178508,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000069,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.23159188179565138,5376.048915173706,0.025139820621065873,815.2533650737437,0.22661624946653613,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000070,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.22090287372277106,11503.746710305702,0.05154575602959533,578.7989961926987,0.07925269433338167,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000072,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.3434168754197353,3045.243794083138,0.05525501747150788,309.8120122242376,0.09659107268447686,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000076,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.22795010312692726,57376.90314891875,0.01476427925615862,4485.328381337221,0.3149534241473923,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000078,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.5110844506437742,67773.54788083633,0.0235403194893751,8132.595594028938,0.23810508945869308,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000079,1988-12-31,1989-03-31,1989-12-31,holdout_evaluation,1,0.45800204709952336,20243.364991228722,0.02163549044143337,2188.121274636559,0.22881198910605433,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000000,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,5,0.8726274893617192,8935.72900137824,0.03755999635620216,2990.8513503621843,0.45384014821525315,0.05,True,False,False,True,False,True,False,True,False,True,False,True
T000001,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,5,0.35829408278071445,231327.82336726564,0.013485913938717273,53662.65790249914,0.19834398040909235,0.05,False,True,True,False,False,True,True,False,False,True,False,True
T000018,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.19322191822715146,110.95525075297911,0.01138594914920735,9.752564788844687,0.011742926899140563,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000019,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.18290643006603952,67.20989930822887,0.017326178497623378,9.328700139364797,0.10562342515991283,0.05,False,True,False,True,False,True,False,True,True,False,False,True
T000020,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.2783812266420521,324.632789279283,0.011452948584201227,77.35868078020472,0.07393129897531076,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000021,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.6534040608150453,591.6143164851024,0.03181657813529687,154.75479690906943,0.26498757604926715,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000022,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.13478305791747863,132.00326062387808,0.014571316955242893,27.081399183419695,0.04790436526007759,0.05,False,True,False,True,False,True,False,True,True,False,False,True
T000023,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.3504192017867751,230.31446279177962,0.004523805700284628,50.3032311118255,0.12894726945208432,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000024,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.4130531098388308,1347.6808052463823,0.031119063896265176,281.75396833117094,0.17209958636922487,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000025,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.8557041290871901,489.76600890530005,0.04131665108648383,131.8336759826233,0.4403000093417748,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000027,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.8441148911474472,4576.326050123729,0.01838714288597776,805.5645786309844,0.4791825802024534,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000030,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.7555684849027351,547.8859578754817,0.007574980577207513,108.37668215012688,0.36629535241347666,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000031,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.2549624522396293,104.44118988556887,0.03256952931103865,8.67955045040047,0.061624825979697984,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000032,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.9597907625473794,2210.5485650593637,0.03482456895427455,456.401703298396,1.0968192014048446,0.05,True,False,False,True,False,True,False,True,False,True,True,False
T000035,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.08721697027050651,48.394290303950456,0.012525521428042564,9.758562187906774,0.06170641627758848,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000036,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.2661056969282307,65.94009770460461,0.008277009655524872,8.940627708754649,0.058406065216125534,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000039,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.3699616461897386,2348.69194618476,0.012100659433169028,218.23827790472635,0.08067027794367562,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000040,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.28094362525074446,1855.3210163885058,0.013721171068044893,259.60832603625335,0.16235497489696743,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000041,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,3,0.323685253408736,287.9683080530318,0.05125040545975542,74.63777731954791,0.09679041628891856,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000042,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,3,0.5484061627938541,699.290977928194,0.026438723763972077,160.6389887866412,0.22466658378184237,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000043,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,3,0.39617908262948437,277403480637.902,0.03943272889562352,84.59974115531554,0.15404938698490792,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000044,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,3,0.28094362525074446,1855.3210163885058,0.013721171068044893,259.60832603625335,0.16235497489696743,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000065,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.4103516593941115,66856.30925109987,0.0173378561786435,12264.14347268151,0.24323073328444564,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000066,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.2384339784893501,32629.709722790933,0.04627969887929509,7129.497277563182,0.25703896069716786,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000067,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.2376807016115136,12302.036920350958,0.019248748631575018,908.5883299527704,0.16922134803568034,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000068,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.34500193518617894,19461.714808476267,0.032032789313685875,1777.443521831202,0.23290239116768996,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000069,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.22573611579086955,5053.479842104378,0.025139820621065873,983.4441158892457,0.09486256543830723,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000070,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.2798368463948493,8795.455712565785,0.05154575602959533,580.5771525267374,0.05003038543983961,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000072,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.39353230923471266,1861.645817638106,0.06530701847446091,322.3835614477726,0.11971233775286527,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000076,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.18932454739517418,43254.97634576004,0.016466569143342775,6948.784564614993,0.10889096364163982,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000078,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.4963480953756431,65529.65343248901,0.03723648464692378,8689.46548101188,0.24049611666115212,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000079,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,2,0.5213827147232774,13737.814470230996,0.025280284423780358,2332.571449965909,0.13846714182958283,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000415,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9950259006652571,1215968.0468370414,0.036442016529418586,299707.11948400823,1.3317416801495012,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000416,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9855185382857174,303225.9119034749,0.054396200923862326,103471.168217628,1.4386534843187144,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000417,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9729438277210255,857083.7973716646,0.020738164713964835,227696.41143968503,1.1703932182352206,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000418,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.8866094606516595,63790.11997014516,0.01652616775476795,11070.258010060465,1.0247215475333162,0.05,True,False,True,False,False,True,False,True,False,True,True,False
T000419,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9781114298112951,376799.0490664572,0.06654332520422901,126683.55994499769,1.2632042986907348,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000420,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9682231369295351,58005.99907623749,0.04432621043176466,28902.22127269682,1.7895923191937442,0.05,True,False,False,True,False,True,True,False,False,True,True,False
T000421,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9745378310761311,310949.46640036494,0.05534971775508546,58077.23673141267,1.186809163665683,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000422,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.9894451832551872,170984.51351118815,0.01664008318200738,48694.471638380215,1.4274444594578168,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000423,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.963551118654588,157503.03463396337,0.023615845864559115,30827.355380006557,1.1511957311828604,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000424,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.4243155439551056,11553.330039537173,0.03810667448572397,4790.895808194058,0.3015219629112023,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000425,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.8470694228440534,136513.88421105978,0.03503690847545016,37426.80799083982,0.5885332908176528,0.05,False,True,True,False,False,True,True,False,False,True,False,True
T000426,1989-12-31,1990-03-31,1990-12-31,holdout_evaluation,1,0.6688341284253044,33598.29462050516,0.03732288098403311,8361.544668780669,0.444437798941614,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000000,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,6,0.8409781133816854,9321.569954631294,0.03903688272254341,2984.5345951263885,0.4515361939001098,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,6,0.35994064253162117,115611.27382581995,0.009505470661486215,53689.09176055639,0.2338998916915741,0.05,False,True,True,False,False,True,True,False,False,True,False,True
T000018,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.16223560618433924,128.52547287775553,0.014266162932521531,9.252185229725553,0.10205828835092291,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000019,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.22573668168096367,72.92637556923474,0.017326178497623378,9.967321192743992,0.07829468185245064,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000020,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.24428765841477018,379.493815075414,0.016023657057858985,80.26761406390834,0.07565657610489747,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000021,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.607409934388035,536.2851512123101,0.030598854170552386,155.52206628926788,0.2686519375507933,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000022,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.16251730244531037,168.91670765760668,0.014571316955242893,27.7337539854899,0.08736023151057995,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000023,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.3120757016510567,360.7176786812262,0.0037040809794898766,53.94090985156928,0.10879440238177532,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000024,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.36270659396914545,1398.5050142431212,0.050624220698282096,288.0970118035559,0.18152531718151607,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000025,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.8190595859755452,539.5663397476309,0.045407330393265305,134.30814132563913,0.40465089087309963,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000027,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.8553436060940043,3767.226075456986,0.028544164880796807,814.0370150067689,0.5444575506782339,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000030,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.7164130345188626,520.1750628525577,0.007574980577207513,114.8071183077797,0.35432204054665045,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000031,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.2802269964509733,54.29728381134828,0.023720688160676868,9.3080908055088,0.21053614251702552,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000032,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.9724390157381464,2094.561101798958,0.03667026423152242,486.32931751703103,1.0749812836051449,0.05,True,False,False,True,False,True,False,True,False,True,True,False
T000035,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.04089579459870424,37.06799981953386,0.010345223199640874,9.883870604940382,0.1730657261633349,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000036,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.1682081878530593,58.862003589122665,0.014804412790387703,9.343301039267617,0.1816304726945479,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000039,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.28105396766370494,1276.513380857822,0.007812614164750945,225.7163610905177,0.16112732675152128,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000040,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.2800719070614949,2166.2265403965166,0.02031396928341414,274.8122570604531,0.10263310516532453,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000041,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,4,0.2614209099629723,369.0966994540063,0.04266835686219026,76.5414989060908,0.09947985921575118,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000042,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,4,0.46482500410962124,1098.4352328267667,0.01995236015759462,168.97525443759,0.13635002427410725,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000043,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,4,0.3815756962530902,0.0,0.03943272889562352,82.326186557898,0.2162371214631267,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000044,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,4,0.2800719070614949,2166.2265403965166,0.02031396928341414,274.8122570604531,0.11405376165970332,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000065,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.3112030178047708,77097.21677348347,0.0173378561786435,13560.88602861519,0.11573494375292886,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000066,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.37483579858931415,78095.95461605083,0.04953918735145175,9212.912613534912,0.07797757985970957,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000067,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.19397772534750402,16122.95378945268,0.02384986687226477,1090.722780832664,0.1663929487377214,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000068,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.3714680840696625,18746.09181130813,0.03192902427976077,2003.6830315621653,0.22762365942203452,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000069,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.18488720301908435,7067.254622598464,0.03936285657576359,1006.0416105520676,0.07784806096295353,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000070,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.17942961227232412,8340.5071579257,0.0394943711577708,570.6849688048458,0.09377281869895478,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000072,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.20408205207018115,3453.2010211342986,0.05384102258577416,344.91444068077965,0.1636661875861289,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000076,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.2637995813670745,22091.71919128127,0.011708372481733446,7129.664513954777,0.14088044898029994,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000078,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.5733529691130078,65170.7996800393,0.03723648464692378,9452.809053734023,0.2826759372472921,0.05,False,True,True,False,False,True,False,True,False,True,False,True
T000079,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,3,0.36497431903899225,11736.601265442354,0.03882285227044108,2284.759709068237,0.2095309519375824,0.05,False,True,False,True,False,True,False,True,False,True,False,True
T000415,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9999554889117035,1103213.8491557708,0.07277864882025153,282380.8706598582,1.313269250569212,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000416,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9853196212418041,351751.0269165591,0.10023004078375553,98696.62176292723,1.3976589852833905,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000417,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9867808503874451,1071712.4838240203,0.02541420469588651,230115.5620203942,1.0910920688285275,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000418,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9402891732938614,111587.72201419089,0.025965676507925473,13365.051061130103,1.135954179133949,0.05,True,False,True,False,False,True,False,True,False,True,True,False
T000419,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9907732359457813,450272.8894124859,0.050295645761087915,122090.86672128335,1.3216675683509067,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000420,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9793709743729244,64272.33608414004,0.06670592589575652,26101.968255788575,1.5168848634629,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000421,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9946682791654446,328776.7659583746,0.05456360716127007,58891.778405483274,1.2293311523144022,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000422,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,0.9924100784848041,172594.70879256615,0.01773047671938177,45570.6238443863,1.4798797937666546,0.05,True,False,True,False,False,True,True,False,False,True,True,False
T000423,1990-12-31,1991-03-31,1991-12-31,holdout_evaluation,2,1.0,162310.21708916855,0.027588028673642517,29762.444980365923,1.2413748937592577,0.05,True,False,True,False,False,True,True,False,False,True,True,False
