unique_id,cutoff,ds,y,y_hat
T000002,2002-12-31,2003-03-31,212578.0,274047.0
T000002,2002-12-31,2003-06-30,42304.0,288461.53
T000002,2002-12-31,2003-09-30,188983.0,260908.27
T000002,2002-12-31,2003-12-31,239926.0,285840.88
T000002,2003-12-31,2004-03-31,219281.0,269245.12
T000002,2003-12-31,2004-06-30,263012.0,224316.1
T000002,2003-12-31,2004-09-30,263708.0,229313.22
T000002,2003-12-31,2004-12-31,305695.0,198917.56
T000002,2004-12-31,2005-03-31,260754.0,277507.2
T000002,2004-12-31,2005-06-30,293599.0,274044.94
T000002,2004-12-31,2005-09-30,274916.0,287733.56
T000002,2004-12-31,2005-12-31,313820.0,324018.56
T000002,2005-12-31,2006-03-31,264012.0,285879.62
T000002,2005-12-31,2006-06-30,300244.0,317457.44
T000002,2005-12-31,2006-09-30,276400.0,302057.5
T000002,2005-12-31,2006-12-31,318369.0,329226.3
T000003,1994-12-31,1995-03-31,44215.0,48854.96
T000003,1994-12-31,1995-06-30,40715.0,47238.344
T000003,1994-12-31,1995-09-30,39324.0,47436.83
T000003,1994-12-31,1995-12-31,50402.0,56614.473
T000003,1995-12-31,1996-03-31,55179.0,47294.977
T000003,1995-12-31,1996-06-30,44490.0,45208.12
T000003,1995-12-31,1996-09-30,41147.0,45269.664
T000003,1995-12-31,1996-12-31,45112.0,53185.242
T000003,1996-12-31,1997-03-31,49299.0,46261.48
T000003,1996-12-31,1997-06-30,48067.0,43060.63
T000003,1996-12-31,1997-09-30,39217.0,46075.938
T000003,1996-12-31,1997-12-31,55763.0,52626.195
T000003,1997-12-31,1998-03-31,49821.0,55797.598
T000003,1997-12-31,1998-06-30,47364.0,51733.055
T000003,1997-12-31,1998-09-30,45265.0,48303.176
T000003,1997-12-31,1998-12-31,65951.0,58762.883
T000003,1998-12-31,1999-03-31,54780.0,62028.47
T000003,1998-12-31,1999-06-30,51409.0,58827.39
T000003,1998-12-31,1999-09-30,50195.0,54664.977
T000003,1998-12-31,1999-12-31,69801.0,65951.55
T000003,1999-12-31,2000-03-31,60055.0,63664.37
T000003,1999-12-31,2000-06-30,58651.0,61774.05
T000003,1999-12-31,2000-09-30,57461.0,59512.934
T000003,1999-12-31,2000-12-31,76928.0,70969.61
T000003,2000-12-31,2001-03-31,67763.0,70676.07
T000003,2000-12-31,2001-06-30,59102.0,68864.695
T000003,2000-12-31,2001-09-30,54021.0,66412.3
T000003,2000-12-31,2001-12-31,68821.0,78686.25
T000003,2001-12-31,2002-03-31,65353.0,64013.027
T000003,2001-12-31,2002-06-30,63325.0,62884.78
T000003,2001-12-31,2002-09-30,56756.0,63974.69
T000003,2001-12-31,2002-12-31,79533.0,74494.31
T000003,2002-12-31,2003-03-31,63192.0,76266.97
T000003,2002-12-31,2003-06-30,16254.0,71916.34
T000003,2002-12-31,2003-09-30,43384.0,68126.24
T000003,2002-12-31,2003-12-31,63979.0,82263.625
T000003,2003-12-31,2004-03-31,58812.0,69941.11
T000003,2003-12-31,2004-06-30,63616.0,59295.977
T000003,2003-12-31,2004-09-30,63246.0,63338.035
T000003,2003-12-31,2004-12-31,88251.0,52652.133
T000003,2004-12-31,2005-03-31,74078.0,78441.89
T000003,2004-12-31,2005-06-30,70931.0,75037.64
T000003,2004-12-31,2005-09-30,68004.0,75746.94
T000003,2004-12-31,2005-12-31,95829.0,89993.875
T000003,2005-12-31,2006-03-31,80207.0,85632.61
T000003,2005-12-31,2006-06-30,76102.0,85863.305
T000003,2005-12-31,2006-09-30,75129.0,81044.05
T000003,2005-12-31,2006-12-31,104259.0,95989.41
T000004,1994-12-31,1995-03-31,65108.0,69616.78
T000004,1994-12-31,1995-06-30,72381.0,74264.25
T000004,1994-12-31,1995-09-30,66689.0,74677.36
T000004,1994-12-31,1995-12-31,75902.0,75824.266
T000004,1995-12-31,1996-03-31,92385.0,70708.19
T000004,1995-12-31,1996-06-30,89693.0,76554.14
T000004,1995-12-31,1996-09-30,84569.0,73520.98
T000004,1995-12-31,1996-12-31,78616.0,79969.75
T000004,1996-12-31,1997-03-31,94460.0,83273.2
T000004,1996-12-31,1997-06-30,80330.0,83524.66
T000004,1996-12-31,1997-09-30,62840.0,84961.484
T000004,1996-12-31,1997-12-31,79106.0,91225.99
T000004,1997-12-31,1998-03-31,72236.0,85455.266
T000004,1997-12-31,1998-06-30,72561.0,82435.18
T000004,1997-12-31,1998-09-30,72348.0,80704.77
T000004,1997-12-31,1998-12-31,75651.0,88300.57
T000004,1998-12-31,1999-03-31,73294.0,75314.92
T000004,1998-12-31,1999-06-30,70722.0,72799.75
T000004,1998-12-31,1999-09-30,74421.0,75131.58
T000004,1998-12-31,1999-12-31,86270.0,83187.87
T000004,1999-12-31,2000-03-31,82801.0,84573.55
T000004,1999-12-31,2000-06-30,88634.0,83338.234
T000004,1999-12-31,2000-09-30,86658.0,83066.516
T000004,1999-12-31,2000-12-31,94316.0,89147.22
T000004,2000-12-31,2001-03-31,84341.0,89855.27
T000004,2000-12-31,2001-06-30,82078.0,92328.55
T000004,2000-12-31,2001-09-30,76752.0,91685.16
T000004,2000-12-31,2001-12-31,80985.0,101042.016
T000004,2001-12-31,2002-03-31,80206.0,78305.55
T000004,2001-12-31,2002-06-30,86951.0,82784.664
T000004,2001-12-31,2002-09-30,80365.0,84104.23
T000004,2001-12-31,2002-12-31,95772.0,91457.516
T000004,2002-12-31,2003-03-31,83535.0,93484.445
T000004,2002-12-31,2003-06-30,19229.0,94498.94
T000004,2002-12-31,2003-09-30,65387.0,88907.69
T000004,2002-12-31,2003-12-31,86103.0,99836.64
T000004,2003-12-31,2004-03-31,86579.0,97667.33
T000004,2003-12-31,2004-06-30,99266.0,81114.805
T000004,2003-12-31,2004-09-30,100165.0,84405.664
T000004,2003-12-31,2004-12-31,122930.0,74339.14
T000004,2004-12-31,2005-03-31,114837.0,111743.95
T000004,2004-12-31,2005-06-30,131353.0,108980.71
T000004,2004-12-31,2005-09-30,136027.0,112782.95
T000004,2004-12-31,2005-12-31,143360.0,127604.55
T000004,2005-12-31,2006-03-31,127910.0,133859.66
T000004,2005-12-31,2006-06-30,142113.0,141131.88
T000004,2005-12-31,2006-09-30,139363.0,139383.67
T000004,2005-12-31,2006-12-31,154547.0,148906.53
T000005,1994-12-31,1995-03-31,91786.0,103734.414
T000005,1994-12-31,1995-06-30,83245.0,101298.25
T000005,1994-12-31,1995-09-30,83998.0,101699.57
T000005,1994-12-31,1995-12-31,101516.0,114792.33
T000005,1995-12-31,1996-03-31,113950.0,93883.85
T000005,1995-12-31,1996-06-30,108426.0,92702.42
T000005,1995-12-31,1996-09-30,99835.0,95502.41
T000005,1995-12-31,1996-12-31,122478.0,107793.0
T000005,1996-12-31,1997-03-31,125873.0,121116.32
T000005,1996-12-31,1997-06-30,100591.0,115526.766
T000005,1996-12-31,1997-09-30,57696.0,113244.44
T000005,1996-12-31,1997-12-31,85412.0,130851.64
T000005,1997-12-31,1998-03-31,98455.0,83173.37
T000005,1997-12-31,1998-06-30,81254.0,84834.586
T000005,1997-12-31,1998-09-30,73937.0,91884.55
T000005,1997-12-31,1998-12-31,99189.0,103765.86
T000005,1998-12-31,1999-03-31,85194.0,99874.65
T000005,1998-12-31,1999-06-30,73867.0,95307.43
T000005,1998-12-31,1999-09-30,75079.0,98522.42
T000005,1998-12-31,1999-12-31,99833.0,109329.42
T000005,1999-12-31,2000-03-31,89740.0,96028.84
T000005,1999-12-31,2000-06-30,88725.0,88096.67
T000005,1999-12-31,2000-09-30,80351.0,88893.875
T000005,1999-12-31,2000-12-31,109122.0,103195.016
T000005,2000-12-31,2001-03-31,94996.0,101489.95
T000005,2000-12-31,2001-06-30,85422.0,98365.71
T000005,2000-12-31,2001-09-30,79205.0,94574.25
T000005,2000-12-31,2001-12-31,100958.0,113724.125
T000005,2001-12-31,2002-03-31,97112.0,94635.49
T000005,2001-12-31,2002-06-30,85785.0,92698.97
T000005,2001-12-31,2002-09-30,82443.0,92414.67
T000005,2001-12-31,2002-12-31,114625.0,108254.055
T000005,2002-12-31,2003-03-31,98689.0,111152.08
T000005,2002-12-31,2003-06-30,18613.0,102818.11
T000005,2002-12-31,2003-09-30,64353.0,99954.81
T000005,2002-12-31,2003-12-31,99663.0,117661.16
T000005,2003-12-31,2004-03-31,103716.0,110002.516
T000005,2003-12-31,2004-06-30,91466.0,91873.86
T000005,2003-12-31,2004-09-30,91010.0,97134.336
T000005,2003-12-31,2004-12-31,125095.0,81604.586
T000005,2004-12-31,2005-03-31,120415.0,113613.55
T000005,2004-12-31,2005-06-30,104971.0,106418.94
T000005,2004-12-31,2005-09-30,103051.0,113237.22
T000005,2004-12-31,2005-12-31,136164.0,133186.14
T000005,2005-12-31,2006-03-31,131208.0,130122.87
T000005,2005-12-31,2006-06-30,113281.0,121635.56
T000005,2005-12-31,2006-09-30,110521.0,121158.125
T000005,2005-12-31,2006-12-31,161485.0,142210.28
T000006,1994-12-31,1995-03-31,59525.0,64550.195
T000006,1994-12-31,1995-06-30,59677.0,64085.242
T000006,1994-12-31,1995-09-30,49760.0,60476.64
T000006,1994-12-31,1995-12-31,80304.0,74439.95
T000006,1995-12-31,1996-03-31,94108.0,72461.72
T000006,1995-12-31,1996-06-30,78491.0,71175.04
T000006,1995-12-31,1996-09-30,66075.0,64069.75
T000006,1995-12-31,1996-12-31,90231.0,80293.555
T000006,1996-12-31,1997-03-31,95974.0,88128.266
T000006,1996-12-31,1997-06-30,81723.0,82782.125
T000006,1996-12-31,1997-09-30,38373.0,78876.766
T000006,1996-12-31,1997-12-31,49099.0,97570.15
T000006,1997-12-31,1998-03-31,46017.0,46707.473
T000006,1997-12-31,1998-06-30,49601.0,49587.977
T000006,1997-12-31,1998-09-30,39346.0,65264.71
T000006,1997-12-31,1998-12-31,52734.0,72000.52
T000006,1998-12-31,1999-03-31,43530.0,41801.117
T000006,1998-12-31,1999-06-30,43751.0,41437.02
T000006,1998-12-31,1999-09-30,41577.0,60949.504
T000006,1998-12-31,1999-12-31,60434.0,62202.984
T000006,1999-12-31,2000-03-31,48693.0,55514.383
T000006,1999-12-31,2000-06-30,46569.0,54631.85
T000006,1999-12-31,2000-09-30,41096.0,50158.68
T000006,1999-12-31,2000-12-31,57479.0,59500.21
T000006,2000-12-31,2001-03-31,41347.0,51105.656
T000006,2000-12-31,2001-06-30,45910.0,51696.973
T000006,2000-12-31,2001-09-30,37557.0,49588.773
T000006,2000-12-31,2001-12-31,48545.0,59876.133
T000006,2001-12-31,2002-03-31,38431.0,41323.465
T000006,2001-12-31,2002-06-30,43278.0,44032.75
T000006,2001-12-31,2002-09-30,39226.0,43184.22
T000006,2001-12-31,2002-12-31,51719.0,51805.805
T000006,2002-12-31,2003-03-31,38225.0,46648.332
T000006,2002-12-31,2003-06-30,6654.0,49096.203
T000006,2002-12-31,2003-09-30,28464.0,44772.523
T000006,2002-12-31,2003-12-31,43623.0,52632.42
T000006,2003-12-31,2004-03-31,36860.0,47406.99
T000006,2003-12-31,2004-06-30,39977.0,39458.02
T000006,2003-12-31,2004-09-30,39061.0,40363.414
T000006,2003-12-31,2004-12-31,53763.0,34445.402
T000006,2004-12-31,2005-03-31,44596.0,47114.527
T000006,2004-12-31,2005-06-30,51049.0,45536.41
T000006,2004-12-31,2005-09-30,47459.0,46464.875
T000006,2004-12-31,2005-12-31,61521.0,55830.77
T000006,2005-12-31,2006-03-31,48333.0,54327.516
T000006,2005-12-31,2006-06-30,52961.0,57132.96
T000006,2005-12-31,2006-09-30,47506.0,53351.664
T000006,2005-12-31,2006-12-31,65037.0,61900.254
T000007,1994-12-31,1995-03-31,353591.0,380928.4
T000007,1994-12-31,1995-06-30,354852.0,373720.66
T000007,1994-12-31,1995-09-30,472879.0,393738.12
T000007,1994-12-31,1995-12-31,509961.0,418775.12
T000007,1995-12-31,1996-03-31,576903.0,481976.66
T000007,1995-12-31,1996-06-30,576656.0,460557.56
T000007,1995-12-31,1996-09-30,738727.0,486904.5
T000007,1995-12-31,1996-12-31,866197.0,509264.72
T000007,1996-12-31,1997-03-31,619563.0,784659.4
T000007,1996-12-31,1997-06-30,410356.0,756434.4
T000007,1996-12-31,1997-09-30,299746.0,768910.5
T000007,1996-12-31,1997-12-31,294755.0,831487.25
T000007,1997-12-31,1998-03-31,234112.0,303872.56
T000007,1997-12-31,1998-06-30,258615.0,333034.03
T000007,1997-12-31,1998-09-30,328472.0,456166.56
T000007,1997-12-31,1998-12-31,279380.0,404898.78
T000007,1998-12-31,1999-03-31,272939.0,257553.28
T000007,1998-12-31,1999-06-30,252661.0,248885.1
T000007,1998-12-31,1999-09-30,320867.0,328123.0
T000007,1998-12-31,1999-12-31,327604.0,320670.22
T000007,1999-12-31,2000-03-31,335187.0,324227.62
T000007,1999-12-31,2000-06-30,312304.0,323097.78
T000007,1999-12-31,2000-09-30,365048.0,342647.8
T000007,1999-12-31,2000-12-31,369878.0,336160.47
T000007,2000-12-31,2001-03-31,362075.0,364214.44
T000007,2000-12-31,2001-06-30,333366.0,355748.53
T000007,2000-12-31,2001-09-30,347471.0,386112.28
T000007,2000-12-31,2001-12-31,293626.0,394364.62
T000007,2001-12-31,2002-03-31,332848.0,301276.8
T000007,2001-12-31,2002-06-30,330972.0,302363.56
T000007,2001-12-31,2002-09-30,362200.0,347255.25
T000007,2001-12-31,2002-12-31,369000.0,355436.06
T000007,2002-12-31,2003-03-31,325431.0,384816.72
T000007,2002-12-31,2003-06-30,47552.0,371720.88
T000007,2002-12-31,2003-09-30,232277.0,380925.72
T000007,2002-12-31,2003-12-31,261900.0,384085.34
T000007,2003-12-31,2004-03-31,220047.0,343086.8
T000007,2003-12-31,2004-06-30,256814.0,280902.44
T000007,2003-12-31,2004-09-30,317836.0,299201.56
T000007,2003-12-31,2004-12-31,331553.0,239460.42
T000007,2004-12-31,2005-03-31,316826.0,304394.9
T000007,2004-12-31,2005-06-30,264510.0,291504.56
T000007,2004-12-31,2005-09-30,303540.0,323448.62
T000007,2004-12-31,2005-12-31,325972.0,361013.9
T000007,2005-12-31,2006-03-31,320658.0,319349.44
T000007,2005-12-31,2006-06-30,305105.0,318806.44
T000007,2005-12-31,2006-09-30,336938.0,341239.44
T000007,2005-12-31,2006-12-31,348410.0,348374.66
T000008,1994-12-31,1995-03-31,97223.0,74168.734
T000008,1994-12-31,1995-06-30,74344.0,68153.25
T000008,1994-12-31,1995-09-30,89735.0,74334.01
T000008,1994-12-31,1995-12-31,91679.0,78922.83
T000008,1995-12-31,1996-03-31,137924.0,97332.67
T000008,1995-12-31,1996-06-30,96838.0,86873.54
T000008,1995-12-31,1996-09-30,127107.0,95349.01
T000008,1995-12-31,1996-12-31,111093.0,99836.41
T000008,1996-12-31,1997-03-31,139669.0,123085.57
T000008,1996-12-31,1997-06-30,102946.0,108293.24
T000008,1996-12-31,1997-09-30,96588.0,128597.72
T000008,1996-12-31,1997-12-31,78578.0,128500.8
T000008,1997-12-31,1998-03-31,40482.0,92916.43
T000008,1997-12-31,1998-06-30,48034.0,85679.39
T000008,1997-12-31,1998-09-30,51186.0,110761.57
T000008,1997-12-31,1998-12-31,58214.0,104036.72
T000008,1998-12-31,1999-03-31,64062.0,49911.773
T000008,1998-12-31,1999-06-30,61905.0,42940.953
T000008,1998-12-31,1999-09-30,81089.0,51211.004
T000008,1998-12-31,1999-12-31,83959.0,52946.547
T000008,1999-12-31,2000-03-31,88809.0,79201.41
T000008,1999-12-31,2000-06-30,82861.0,77193.81
T000008,1999-12-31,2000-09-30,99074.0,79991.19
T000008,1999-12-31,2000-12-31,101895.0,84360.03
T000008,2000-12-31,2001-03-31,100635.0,98753.734
T000008,2000-12-31,2001-06-30,104225.0,97011.66
T000008,2000-12-31,2001-09-30,112241.0,103320.1
T000008,2000-12-31,2001-12-31,108631.0,106356.32
T000008,2001-12-31,2002-03-31,118817.0,106535.44
T000008,2001-12-31,2002-06-30,102126.0,108685.67
T000008,2001-12-31,2002-09-30,112969.0,115141.45
T000008,2001-12-31,2002-12-31,123526.0,118000.52
T000008,2002-12-31,2003-03-31,120795.0,126440.01
T000008,2002-12-31,2003-06-30,27600.0,121699.9
T000008,2002-12-31,2003-09-30,104663.0,126572.44
T000008,2002-12-31,2003-12-31,115118.0,130725.08
T000008,2003-12-31,2004-03-31,112141.0,134447.4
T000008,2003-12-31,2004-06-30,124267.0,111551.77
T000008,2003-12-31,2004-09-30,147036.0,123864.04
T000008,2003-12-31,2004-12-31,155746.0,108017.75
T000008,2004-12-31,2005-03-31,142300.0,145249.19
T000008,2004-12-31,2005-06-30,159844.0,139703.47
T000008,2004-12-31,2005-09-30,171954.0,155426.06
T000008,2004-12-31,2005-12-31,168382.0,165391.97
T000008,2005-12-31,2006-03-31,173639.0,159452.56
T000008,2005-12-31,2006-06-30,160045.0,171775.3
T000008,2005-12-31,2006-09-30,179973.0,175879.62
T000008,2005-12-31,2006-12-31,204957.0,178644.69
T000009,1994-12-31,1995-03-31,52801.0,62165.46
T000009,1994-12-31,1995-06-30,87074.0,72836.234
T000009,1994-12-31,1995-09-30,73713.0,66838.68
T000009,1994-12-31,1995-12-31,81430.0,69472.28
T000009,1995-12-31,1996-03-31,76591.0,73312.44
T000009,1995-12-31,1996-06-30,109032.0,86937.72
T000009,1995-12-31,1996-09-30,109271.0,76482.68
T000009,1995-12-31,1996-12-31,103294.0,82775.195
T000009,1996-12-31,1997-03-31,82088.0,96634.28
T000009,1996-12-31,1997-06-30,128011.0,108314.836
T000009,1996-12-31,1997-09-30,67477.0,103113.32
T000009,1996-12-31,1997-12-31,68254.0,107823.22
T000009,1997-12-31,1998-03-31,40390.0,61737.6
T000009,1997-12-31,1998-06-30,73708.0,84226.125
T000009,1997-12-31,1998-09-30,50451.0,83144.98
T000009,1997-12-31,1998-12-31,63192.0,87293.555
T000009,1998-12-31,1999-03-31,53083.0,50193.17
T000009,1998-12-31,1999-06-30,81601.0,47931.32
T000009,1998-12-31,1999-09-30,64651.0,68944.67
T000009,1998-12-31,1999-12-31,75252.0,74117.95
T000009,1999-12-31,2000-03-31,59446.0,67777.34
T000009,1999-12-31,2000-06-30,90311.0,80447.9
T000009,1999-12-31,2000-09-30,65127.0,70366.09
T000009,1999-12-31,2000-12-31,63576.0,77486.16
T000009,2000-12-31,2001-03-31,61559.0,58890.758
T000009,2000-12-31,2001-06-30,86060.0,73000.81
T000009,2000-12-31,2001-09-30,66625.0,69000.375
T000009,2000-12-31,2001-12-31,78861.0,74362.41
T000009,2001-12-31,2002-03-31,71793.0,76096.25
T000009,2001-12-31,2002-06-30,93276.0,88228.086
T000009,2001-12-31,2002-09-30,78628.0,76101.92
T000009,2001-12-31,2002-12-31,85907.0,81711.77
T000009,2002-12-31,2003-03-31,68256.0,80106.34
T000009,2002-12-31,2003-06-30,15467.0,92392.93
T000009,2002-12-31,2003-09-30,71250.0,82807.97
T000009,2002-12-31,2003-12-31,79287.0,91714.06
T000009,2003-12-31,2004-03-31,64129.0,90321.09
T000009,2003-12-31,2004-06-30,92507.0,74873.01
T000009,2003-12-31,2004-09-30,83106.0,76199.2
T000009,2003-12-31,2004-12-31,96931.0,70615.3
T000009,2004-12-31,2005-03-31,86979.0,85714.945
T000009,2004-12-31,2005-06-30,104594.0,88268.85
T000009,2004-12-31,2005-09-30,83742.0,88531.98
T000009,2004-12-31,2005-12-31,115734.0,101852.84
T000009,2005-12-31,2006-03-31,99216.0,103580.64
T000009,2005-12-31,2006-06-30,136031.0,116041.3
T000009,2005-12-31,2006-09-30,95582.0,101430.11
T000009,2005-12-31,2006-12-31,123212.0,115286.96
T000010,1994-12-31,1995-03-31,53558.0,69481.15
T000010,1994-12-31,1995-06-30,71820.0,80841.64
T000010,1994-12-31,1995-09-30,64619.0,73221.45
T000010,1994-12-31,1995-12-31,89517.0,81197.89
T000010,1995-12-31,1996-03-31,79248.0,74828.53
T000010,1995-12-31,1996-06-30,107114.0,85032.125
T000010,1995-12-31,1996-09-30,99542.0,74930.01
T000010,1995-12-31,1996-12-31,109455.0,87216.234
T000010,1996-12-31,1997-03-31,85371.0,98627.36
T000010,1996-12-31,1997-06-30,98663.0,109153.266
T000010,1996-12-31,1997-09-30,71269.0,101007.875
T000010,1996-12-31,1997-12-31,109156.0,112160.05
T000010,1997-12-31,1998-03-31,76224.0,96206.055
T000010,1997-12-31,1998-06-30,88151.0,111036.14
T000010,1997-12-31,1998-09-30,69092.0,96441.95
T000010,1997-12-31,1998-12-31,117222.0,110790.61
T000010,1998-12-31,1999-03-31,69947.0,98969.18
T000010,1998-12-31,1999-06-30,95335.0,105081.49
T000010,1998-12-31,1999-09-30,80550.0,91035.875
T000010,1998-12-31,1999-12-31,124324.0,112577.11
T000010,1999-12-31,2000-03-31,89211.0,99487.95
T000010,1999-12-31,2000-06-30,117085.0,110024.94
T000010,1999-12-31,2000-09-30,107009.0,96269.016
T000010,1999-12-31,2000-12-31,137264.0,120883.73
T000010,2000-12-31,2001-03-31,92300.0,114874.32
T000010,2000-12-31,2001-06-30,114662.0,128540.53
T000010,2000-12-31,2001-09-30,94526.0,116819.58
T000010,2000-12-31,2001-12-31,120025.0,136894.6
T000010,2001-12-31,2002-03-31,87905.0,101743.56
T000010,2001-12-31,2002-06-30,108574.0,120501.36
T000010,2001-12-31,2002-09-30,95460.0,110385.64
T000010,2001-12-31,2002-12-31,134227.0,128131.59
T000010,2002-12-31,2003-03-31,71828.0,116529.016
T000010,2002-12-31,2003-06-30,15060.0,128164.08
T000010,2002-12-31,2003-09-30,75450.0,112853.41
T000010,2002-12-31,2003-12-31,103391.0,131885.14
T000010,2003-12-31,2004-03-31,74919.0,108460.125
T000010,2003-12-31,2004-06-30,118625.0,92610.58
T000010,2003-12-31,2004-09-30,109970.0,89994.91
T000010,2003-12-31,2004-12-31,160406.0,78686.11
T000010,2004-12-31,2005-03-31,122959.0,134525.19
T000010,2004-12-31,2005-06-30,148731.0,139310.92
T000010,2004-12-31,2005-09-30,124408.0,129097.875
T000010,2004-12-31,2005-12-31,177232.0,151157.66
T000010,2005-12-31,2006-03-31,118195.0,147936.95
T000010,2005-12-31,2006-06-30,152562.0,166068.3
T000010,2005-12-31,2006-09-30,127718.0,147449.4
T000010,2005-12-31,2006-12-31,189999.0,174357.34
T000011,1994-12-31,1995-03-31,53177.0,67367.8
