unique_id,cutoff,ds,y,y_hat
T000000,1991-12-31,1992-03-31,1979.1052,2315.7588
T000000,1991-12-31,1992-04-30,2824.26,2638.203
T000000,1991-12-31,1992-05-31,3076.505,2619.8948
T000000,1991-12-31,1992-06-30,3402.585,3200.4348
T000000,1992-06-30,1992-07-31,5985.83,4666.379
T000000,1992-06-30,1992-08-31,6611.115,5589.199
T000000,1992-06-30,1992-09-30,4150.2395,3695.3289
T000000,1992-06-30,1992-10-31,2841.0,2426.2534
T000000,1992-06-30,1992-11-30,1813.44,1816.1365
T000000,1992-06-30,1992-12-31,2261.08,2523.11
T000000,1992-12-31,1993-01-31,1873.605,2230.1985
T000000,1992-12-31,1993-02-28,1772.84,2041.8219
T000000,1992-12-31,1993-03-31,2049.565,2237.2417
T000000,1992-12-31,1993-04-30,2932.265,2810.3804
T000000,1992-12-31,1993-05-31,3113.255,2746.7695
T000000,1992-12-31,1993-06-30,3461.505,3194.5208
T000000,1993-06-30,1993-07-31,6265.74,4689.667
T000000,1993-06-30,1993-08-31,6857.8,5708.9307
T000000,1993-06-30,1993-09-30,4346.09,3790.5603
T000000,1993-06-30,1993-10-31,3154.73,2465.5564
T000000,1993-06-30,1993-11-30,2142.21,1750.0588
T000000,1993-06-30,1993-12-31,2375.725,2495.4817
T000000,1993-12-31,1994-01-31,1981.11,2447.092
T000000,1993-12-31,1994-02-28,1959.865,2208.8765
T000000,1993-12-31,1994-03-31,2466.31,2374.5232
T000000,1993-12-31,1994-04-30,2851.715,2983.3152
T000000,1993-12-31,1994-05-31,3671.805,2855.1128
T000000,1993-12-31,1994-06-30,3806.78,3276.5276
T000001,1985-06-30,1985-07-31,170180.0,133258.19
T000001,1985-06-30,1985-08-31,182643.7,159080.66
T000001,1985-06-30,1985-09-30,150198.4,127383.46
T000001,1985-06-30,1985-10-31,144580.1,123352.64
T000001,1985-06-30,1985-11-30,88946.34,97147.82
T000001,1985-06-30,1985-12-31,79351.46,80403.05
T000001,1985-12-31,1986-01-31,93303.12,107744.23
T000001,1985-12-31,1986-02-28,83155.08,84807.016
T000001,1985-12-31,1986-03-31,84729.4,88610.42
T000001,1985-12-31,1986-04-30,118132.7,108643.016
T000001,1985-12-31,1986-05-31,109726.9,99146.516
T000001,1985-12-31,1986-06-30,136382.3,116407.28
T000001,1986-06-30,1986-07-31,184945.2,147359.47
T000001,1986-06-30,1986-08-31,183298.1,160082.9
T000001,1986-06-30,1986-09-30,182025.2,135579.66
T000001,1986-06-30,1986-10-31,154070.1,128121.11
T000001,1986-06-30,1986-11-30,107512.6,89416.516
T000001,1986-06-30,1986-12-31,95252.91,87252.95
T000001,1986-12-31,1987-01-31,100485.8,116082.3
T000001,1986-12-31,1987-02-28,85406.55,95743.05
T000001,1986-12-31,1987-03-31,99865.2,100612.59
T000001,1986-12-31,1987-04-30,104420.0,124769.375
T000001,1986-12-31,1987-05-31,131736.8,110820.81
T000001,1986-12-31,1987-06-30,151818.7,135652.53
T000001,1987-06-30,1987-07-31,204872.0,157712.75
T000001,1987-06-30,1987-08-31,200877.9,163344.94
T000001,1987-06-30,1987-09-30,172959.4,163203.14
T000001,1987-06-30,1987-10-31,143267.2,140852.1
T000001,1987-06-30,1987-11-30,100896.7,106824.16
T000001,1987-06-30,1987-12-31,91154.37,101736.92
T000001,1987-12-31,1988-01-31,100889.3,116552.17
T000001,1987-12-31,1988-02-29,105025.5,94608.766
T000001,1987-12-31,1988-03-31,103881.0,103946.27
T000001,1987-12-31,1988-04-30,117237.1,117744.97
T000001,1987-12-31,1988-05-31,125309.9,120714.44
T000001,1987-12-31,1988-06-30,145201.7,149782.47
T000001,1988-06-30,1988-07-31,175963.3,165205.22
T000001,1988-06-30,1988-08-31,220512.4,175956.52
T000001,1988-06-30,1988-09-30,179558.0,153017.8
T000001,1988-06-30,1988-10-31,145964.9,125446.22
T000001,1988-06-30,1988-11-30,109480.0,97629.09
T000001,1988-06-30,1988-12-31,88714.75,96152.83
T000001,1988-12-31,1989-01-31,104875.7,114208.42
T000001,1988-12-31,1989-02-28,92488.0,103968.016
T000001,1988-12-31,1989-03-31,103057.3,105950.57
T000001,1988-12-31,1989-04-30,105123.7,122957.56
T000001,1988-12-31,1989-05-31,130371.3,115433.375
T000001,1988-12-31,1989-06-30,139400.0,137641.47
T000001,1989-06-30,1989-07-31,162441.1,155353.53
T000001,1989-06-30,1989-08-31,198709.2,189429.78
T000001,1989-06-30,1989-09-30,154935.7,159905.9
T000001,1989-06-30,1989-10-31,151893.3,135377.42
T000001,1989-06-30,1989-11-30,76786.91,103427.38
T000001,1989-06-30,1989-12-31,79548.9,94136.695
T000001,1989-12-31,1990-01-31,109728.2,111915.15
T000001,1989-12-31,1990-02-28,88898.58,90533.45
T000001,1989-12-31,1990-03-31,82404.9,95611.24
T000001,1989-12-31,1990-04-30,101708.7,114468.38
T000001,1989-12-31,1990-05-31,112285.4,113299.44
T000001,1989-12-31,1990-06-30,106262.4,130138.48
T000001,1990-06-30,1990-07-31,155264.0,136652.38
T000001,1990-06-30,1990-08-31,170488.7,167487.03
T000001,1990-06-30,1990-09-30,132573.7,133372.88
T000001,1990-06-30,1990-10-31,132368.2,128193.63
T000001,1990-06-30,1990-11-30,102293.9,72824.89
T000001,1990-06-30,1990-12-31,77060.46,80088.54
T000001,1990-12-31,1991-01-31,105801.7,110009.73
T000001,1990-12-31,1991-02-28,70909.86,90353.53
T000001,1990-12-31,1991-03-31,71229.47,84269.03
T000001,1990-12-31,1991-04-30,99842.44,107246.66
T000001,1990-12-31,1991-05-31,106268.9,103941.93
T000001,1990-12-31,1991-06-30,102494.4,109120.29
T000001,1991-06-30,1991-07-31,163841.8,127627.734
T000001,1991-06-30,1991-08-31,177779.3,143570.19
T000001,1991-06-30,1991-09-30,146222.3,112575.586
T000001,1991-06-30,1991-10-31,143864.2,112426.375
T000001,1991-06-30,1991-11-30,95231.29,93465.74
T000001,1991-06-30,1991-12-31,87472.69,80811.305
T000001,1991-12-31,1992-01-31,98428.95,114914.305
T000001,1991-12-31,1992-02-29,80790.9,84963.8
T000001,1991-12-31,1992-03-31,90682.21,85781.875
T000001,1991-12-31,1992-04-30,97428.01,112470.46
T000001,1991-12-31,1992-05-31,115606.6,100521.69
T000001,1991-12-31,1992-06-30,130511.8,108500.78
T000001,1992-06-30,1992-07-31,175490.2,140806.81
T000001,1992-06-30,1992-08-31,176215.2,153600.38
T000001,1992-06-30,1992-09-30,160025.7,132462.94
T000001,1992-06-30,1992-10-31,150995.5,126990.26
T000001,1992-06-30,1992-11-30,112002.6,93952.85
T000001,1992-06-30,1992-12-31,85668.59,90527.08
T000001,1992-12-31,1993-01-31,107283.1,116729.3
T000001,1992-12-31,1993-02-28,86953.77,93441.984
T000001,1992-12-31,1993-03-31,95141.96,98357.33
T000001,1992-12-31,1993-04-30,104902.6,113650.72
T000001,1992-12-31,1993-05-31,117794.5,112641.58
T000001,1992-12-31,1993-06-30,139187.5,133463.36
T000001,1993-06-30,1993-07-31,183571.9,147396.12
T000001,1993-06-30,1993-08-31,185953.0,155281.44
T000001,1993-06-30,1993-09-30,171384.6,142627.66
T000001,1993-06-30,1993-10-31,169834.5,134447.34
T000001,1993-06-30,1993-11-30,125275.4,108597.44
T000001,1993-06-30,1993-12-31,90986.6,91581.86
T000001,1993-12-31,1994-01-31,100422.4502,127786.125
T000001,1993-12-31,1994-02-28,94333.93611,102325.625
T000001,1993-12-31,1994-03-31,109861.6957,105204.7
T000001,1993-12-31,1994-04-30,116636.7445,123340.81
T000001,1993-12-31,1994-05-31,139426.5233,118616.73
T000001,1993-12-31,1994-06-30,161014.9254,142064.75
T000002,1993-12-31,1994-01-31,63438.0,64388.28
T000002,1993-12-31,1994-02-28,46261.0,61450.938
T000002,1993-12-31,1994-03-31,72942.0,70358.46
T000002,1993-12-31,1994-04-30,69784.0,71873.33
T000002,1993-12-31,1994-05-31,65471.0,70749.1
T000002,1993-12-31,1994-06-30,65964.0,69196.63
T000002,1994-06-30,1994-07-31,63810.0,66576.47
T000002,1994-06-30,1994-08-31,55093.0,59731.312
T000002,1994-06-30,1994-09-30,59064.0,65406.824
T000002,1994-06-30,1994-10-31,83154.0,80056.016
T000002,1994-06-30,1994-11-30,67528.0,73531.92
T000002,1994-06-30,1994-12-31,63530.0,67380.91
T000002,1994-12-31,1995-01-31,56393.0,65825.07
T000002,1994-12-31,1995-02-28,49912.0,57140.734
T000002,1994-12-31,1995-03-31,70010.0,72180.93
T000002,1994-12-31,1995-04-30,66038.0,72400.84
T000002,1994-12-31,1995-05-31,62639.0,69691.22
T000002,1994-12-31,1995-06-30,62413.0,71786.51
T000002,1995-06-30,1995-07-31,61698.0,62877.664
T000002,1995-06-30,1995-08-31,54603.0,57719.54
T000002,1995-06-30,1995-09-30,59248.0,62487.945
T000002,1995-06-30,1995-10-31,78967.0,78267.36
T000002,1995-06-30,1995-11-30,66298.0,70312.29
T000002,1995-06-30,1995-12-31,60692.0,65661.5
T000002,1995-12-31,1996-01-31,71999.0,62584.17
T000002,1995-12-31,1996-02-29,57392.0,57959.9
T000002,1995-12-31,1996-03-31,78414.0,70304.94
T000002,1995-12-31,1996-04-30,72222.0,69982.95
T000002,1995-12-31,1996-05-31,66030.0,66635.66
T000002,1995-12-31,1996-06-30,65179.0,67735.42
T000002,1996-06-30,1996-07-31,69204.0,66679.914
T000002,1996-06-30,1996-08-31,59921.0,61289.25
T000002,1996-06-30,1996-09-30,62987.0,65604.66
T000002,1996-06-30,1996-10-31,89547.0,78571.33
T000002,1996-06-30,1996-11-30,75328.0,71766.42
T000002,1996-06-30,1996-12-31,64502.0,67412.195
T000002,1996-12-31,1997-01-31,82246.0,71846.49
T000002,1996-12-31,1997-02-28,62445.0,65009.43
T000002,1996-12-31,1997-03-31,89234.0,76142.77
T000002,1996-12-31,1997-04-30,88004.0,73691.92
T000002,1996-12-31,1997-05-31,77768.0,70125.664
T000002,1996-12-31,1997-06-30,72134.0,72025.484
T000002,1997-06-30,1997-07-31,58023.0,76834.56
T000002,1997-06-30,1997-08-31,55868.0,69658.125
T000002,1997-06-30,1997-09-30,59086.0,72224.09
T000002,1997-06-30,1997-10-31,83562.0,89337.25
T000002,1997-06-30,1997-11-30,70929.0,81901.78
T000002,1997-06-30,1997-12-31,61918.0,74961.98
T000002,1997-12-31,1998-01-31,60700.0,69607.14
T000002,1997-12-31,1998-02-28,57556.0,61746.77
T000002,1997-12-31,1998-03-31,69259.0,77485.06
T000002,1997-12-31,1998-04-30,76468.0,79192.92
T000002,1997-12-31,1998-05-31,71353.0,74715.18
T000002,1997-12-31,1998-06-30,67198.0,72396.8
T000002,1998-06-30,1998-07-31,67310.0,67134.94
T000002,1998-06-30,1998-08-31,59948.0,64301.234
T000002,1998-06-30,1998-09-30,57766.0,67324.35
T000002,1998-06-30,1998-10-31,89328.0,83629.56
T000002,1998-06-30,1998-11-30,80095.0,76520.28
T000002,1998-06-30,1998-12-31,71345.0,68118.49
T000002,1998-12-31,1999-01-31,65272.0,72576.1
T000002,1998-12-31,1999-02-28,50325.0,68993.75
T000002,1998-12-31,1999-03-31,80869.0,75523.95
T000002,1998-12-31,1999-04-30,77311.0,81027.74
T000002,1998-12-31,1999-05-31,67898.0,77181.484
T000002,1998-12-31,1999-06-30,69994.0,75114.414
T000002,1999-06-30,1999-07-31,72211.0,70447.44
T000002,1999-06-30,1999-08-31,64821.0,63816.11
T000002,1999-06-30,1999-09-30,62960.0,66110.84
T000002,1999-06-30,1999-10-31,96831.0,85905.34
T000002,1999-06-30,1999-11-30,84010.0,82077.0
T000002,1999-06-30,1999-12-31,66423.0,75572.875
T000002,1999-12-31,2000-01-31,66513.0,73764.92
T000002,1999-12-31,2000-02-29,58611.0,65186.742
T000002,1999-12-31,2000-03-31,84251.0,80480.15
T000002,1999-12-31,2000-04-30,86790.0,80548.125
T000002,1999-12-31,2000-05-31,78407.0,74499.13
T000002,1999-12-31,2000-06-30,85116.0,77610.31
T000002,2000-06-30,2000-07-31,83509.0,80960.42
T000002,2000-06-30,2000-08-31,72482.0,76661.875
T000002,2000-06-30,2000-09-30,71027.0,77154.336
T000002,2000-06-30,2000-10-31,102227.0,97756.74
T000002,2000-06-30,2000-11-30,93525.0,91294.04
T000002,2000-06-30,2000-12-31,83550.0,76302.06
T000002,2000-12-31,2001-01-31,67809.0,83137.8
T000002,2000-12-31,2001-02-28,68639.0,76393.266
T000002,2000-12-31,2001-03-31,91386.0,90342.766
T000002,2000-12-31,2001-04-30,92745.0,94238.266
T000002,2000-12-31,2001-05-31,82683.0,87688.25
T000002,2000-12-31,2001-06-30,87511.0,92423.59
T000002,2001-06-30,2001-07-31,85417.0,86020.1
T000002,2001-06-30,2001-08-31,77333.0,79677.43
T000002,2001-06-30,2001-09-30,58667.0,81398.34
T000002,2001-06-30,2001-10-31,73983.0,100968.06
T000002,2001-06-30,2001-11-30,75409.0,98048.87
T000002,2001-06-30,2001-12-31,74135.0,88360.47
T000002,2001-12-31,2002-01-31,76294.0,69516.86
T000002,2001-12-31,2002-02-28,58438.0,71016.96
T000002,2001-12-31,2002-03-31,93484.0,83837.766
T000002,2001-12-31,2002-04-30,92560.0,88301.86
T000002,2001-12-31,2002-05-31,81826.0,80415.72
T000002,2001-12-31,2002-06-30,85601.0,86016.26
T000002,2002-06-30,2002-07-31,84516.0,88710.78
T000002,2002-06-30,2002-08-31,75714.0,83114.33
T000002,2002-06-30,2002-09-30,72027.0,72168.67
T000002,2002-06-30,2002-10-31,104180.0,78864.0
T000002,2002-06-30,2002-11-30,95803.0,82653.16
T000002,2002-06-30,2002-12-31,80401.0,83757.16
T000002,2002-12-31,2003-01-31,80860.0,84113.29
T000002,2002-12-31,2003-02-28,61444.0,74955.25
T000002,2002-12-31,2003-03-31,70274.0,92421.266
T000002,2002-12-31,2003-04-30,13276.0,95147.65
T000002,2002-12-31,2003-05-31,8766.0,88727.42
T000002,2002-12-31,2003-06-30,20262.0,91545.2
T000002,2003-06-30,2003-07-31,49302.0,43910.59
T000002,2003-06-30,2003-08-31,67804.0,46353.273
T000002,2003-06-30,2003-09-30,71877.0,61055.18
T000002,2003-06-30,2003-10-31,88143.0,80964.984
T000002,2003-06-30,2003-11-30,81385.0,74035.59
T000002,2003-06-30,2003-12-31,70398.0,75014.26
T000002,2003-12-31,2004-01-31,63632.0,76328.02
T000002,2003-12-31,2004-02-29,69411.0,70432.47
T000002,2003-12-31,2004-03-31,86238.0,73033.86
T000002,2003-12-31,2004-04-30,89248.0,37414.098
T000002,2003-12-31,2004-05-31,80577.0,27073.34
T000002,2003-12-31,2004-06-30,93187.0,39843.75
T000002,2004-06-30,2004-07-31,96569.0,79917.56
T000002,2004-06-30,2004-08-31,83880.0,84734.01
T000002,2004-06-30,2004-09-30,83259.0,90592.96
T000002,2004-06-30,2004-10-31,114520.0,99814.75
T000002,2004-06-30,2004-11-30,102524.0,93666.95
T000002,2004-06-30,2004-12-31,88651.0,83601.08
T000002,2004-12-31,2005-01-31,89162.0,90617.805
T000002,2004-12-31,2005-02-28,66728.0,86220.734
T000002,2004-12-31,2005-03-31,104864.0,96774.58
T000002,2004-12-31,2005-04-30,102253.0,100478.836
T000002,2004-12-31,2005-05-31,91564.0,91984.3
T000002,2004-12-31,2005-06-30,99782.0,101599.8
T000002,2005-06-30,2005-07-31,100335.0,98566.33
T000002,2005-06-30,2005-08-31,87455.0,90363.805
T000002,2005-06-30,2005-09-30,87126.0,93860.75
T000002,2005-06-30,2005-10-31,113382.0,112651.984
T000002,2005-06-30,2005-11-30,109339.0,107511.47
T000002,2005-06-30,2005-12-31,91099.0,97173.14
T000002,2005-12-31,2006-01-31,84685.0,95420.72
T000002,2005-12-31,2006-02-28,72779.0,84407.91
T000002,2005-12-31,2006-03-31,106548.0,103982.69
T000002,2005-12-31,2006-04-30,105057.0,106115.68
T000002,2005-12-31,2006-05-31,92703.0,99792.734
T000002,2005-12-31,2006-06-30,102484.0,105492.55
T000002,2006-06-30,2006-07-31,101753.0,100442.5
T000002,2006-06-30,2006-08-31,86872.0,93227.06
T000002,2006-06-30,2006-09-30,87775.0,96580.95
T000002,2006-06-30,2006-10-31,116104.0,112914.19
T000002,2006-06-30,2006-11-30,108333.0,112784.61
T000002,2006-06-30,2006-12-31,93932.0,98588.86
T000003,1993-12-31,1994-01-31,17151.0,18142.86
T000003,1993-12-31,1994-02-28,13018.0,17581.71
T000003,1993-12-31,1994-03-31,18585.0,18297.428
T000003,1993-12-31,1994-04-30,16094.0,17333.73
T000003,1993-12-31,1994-05-31,15018.0,16708.807
T000003,1993-12-31,1994-06-30,12455.0,15710.644
T000003,1994-06-30,1994-07-31,15644.0,14856.672
T000003,1994-06-30,1994-08-31,12648.0,12768.738
T000003,1994-06-30,1994-09-30,11248.0,12476.651
T000003,1994-06-30,1994-10-31,17809.0,18116.006
T000003,1994-06-30,1994-11-30,18251.0,18866.434
T000003,1994-06-30,1994-12-31,17369.0,18144.61
T000003,1994-12-31,1995-01-31,14968.0,17019.043
T000003,1994-12-31,1995-02-28,12571.0,15778.957
T000003,1994-12-31,1995-03-31,16676.0,17998.496
T000003,1994-12-31,1995-04-30,14378.0,16767.658
T000003,1994-12-31,1995-05-31,13986.0,16410.787
T000003,1994-12-31,1995-06-30,12351.0,14812.974
T000003,1995-06-30,1995-07-31,15576.0,13917.599
T000003,1995-06-30,1995-08-31,12986.0,12008.475
T000003,1995-06-30,1995-09-30,10762.0,11502.033
T000003,1995-06-30,1995-10-31,16629.0,15923.585
T000003,1995-06-30,1995-11-30,16383.0,17188.725
T000003,1995-06-30,1995-12-31,17390.0,16865.557
T000003,1995-12-31,1996-01-31,19643.0,16074.488
T000003,1995-12-31,1996-02-29,14097.0,15504.34
T000003,1995-12-31,1996-03-31,21439.0,17148.74
T000003,1995-12-31,1996-04-30,16345.0,16099.565
T000003,1995-12-31,1996-05-31,15189.0,15736.584
T000003,1995-12-31,1996-06-30,12956.0,14768.207
T000003,1996-06-30,1996-07-31,16947.0,15518.436
T000003,1996-06-30,1996-08-31,13236.0,13517.917
T000003,1996-06-30,1996-09-30,10964.0,12245.01
T000003,1996-06-30,1996-10-31,16477.0,16166.477
T000003,1996-06-30,1996-11-30,15731.0,16686.617
T000003,1996-06-30,1996-12-31,12904.0,18067.242
T000003,1996-12-31,1997-01-31,14661.0,15852.232
T000003,1996-12-31,1997-02-28,13794.0,14401.886
T000003,1996-12-31,1997-03-31,20844.0,17491.014
T000003,1996-12-31,1997-04-30,17134.0,15215.331
T000003,1996-12-31,1997-05-31,16427.0,14683.871
T000003,1996-12-31,1997-06-30,14506.0,13771.714
T000003,1997-06-30,1997-07-31,13356.0,16247.903
T000003,1997-06-30,1997-08-31,13690.0,14601.74
T000003,1997-06-30,1997-09-30,12171.0,12782.736
T000003,1997-06-30,1997-10-31,18605.0,16127.83
T000003,1997-06-30,1997-11-30,18411.0,16574.137
T000003,1997-06-30,1997-12-31,18747.0,14551.375
T000003,1997-12-31,1998-01-31,16132.0,16576.32
T000003,1997-12-31,1998-02-28,14573.0,16792.758
T000003,1997-12-31,1998-03-31,19116.0,20647.352
T000003,1997-12-31,1998-04-30,17322.0,18846.523
T000003,1997-12-31,1998-05-31,16402.0,18090.906
T000003,1997-12-31,1998-06-30,13640.0,16761.771
T000003,1998-06-30,1998-07-31,16710.0,14850.07
T000003,1998-06-30,1998-08-31,15751.0,13934.334
T000003,1998-06-30,1998-09-30,12804.0,13587.287
T000003,1998-06-30,1998-10-31,20712.0,17905.553
T000003,1998-06-30,1998-11-30,23253.0,18353.184
T000003,1998-06-30,1998-12-31,21986.0,18709.469
T000003,1998-12-31,1999-01-31,17988.0,20207.02
T000003,1998-12-31,1999-02-28,14599.0,19778.783
T000003,1998-12-31,1999-03-31,22193.0,21316.543
T000003,1998-12-31,1999-04-30,19324.0,20400.592
T000003,1998-12-31,1999-05-31,17435.0,19582.781
T000003,1998-12-31,1999-06-30,14650.0,17802.506
T000003,1999-06-30,1999-07-31,18571.0,16952.775
T000003,1999-06-30,1999-08-31,17641.0,15386.426
T000003,1999-06-30,1999-09-30,13983.0,14143.81
T000003,1999-06-30,1999-10-31,24130.0,19474.21
T000003,1999-06-30,1999-11-30,25334.0,22193.664
T000003,1999-06-30,1999-12-31,20337.0,21619.273
T000003,1999-12-31,2000-01-31,18946.0,20802.416
T000003,1999-12-31,2000-02-29,17229.0,19384.395
T000003,1999-12-31,2000-03-31,23880.0,22284.922
T000003,1999-12-31,2000-04-30,21507.0,21114.871
T000003,1999-12-31,2000-05-31,20808.0,19800.242
T000003,1999-12-31,2000-06-30,16336.0,18447.79
T000003,2000-06-30,2000-07-31,20887.0,18938.117
T000003,2000-06-30,2000-08-31,20106.0,18076.027
T000003,2000-06-30,2000-09-30,16468.0,15791.328
T000003,2000-06-30,2000-10-31,25025.0,22760.088
T000003,2000-06-30,2000-11-30,27221.0,24632.588
T000003,2000-06-30,2000-12-31,24682.0,20986.592
T000003,2000-12-31,2001-01-31,20114.0,23412.725
T000003,2000-12-31,2001-02-28,21251.0,23037.28
T000003,2000-12-31,2001-03-31,26398.0,25391.78
T000003,2000-12-31,2001-04-30,21951.0,24580.926
T000003,2000-12-31,2001-05-31,20521.0,23844.258
T000003,2000-12-31,2001-06-30,16630.0,20903.793
T000003,2001-06-30,2001-07-31,20347.0,19541.068
T000003,2001-06-30,2001-08-31,18710.0,18446.645
T000003,2001-06-30,2001-09-30,14964.0,16762.074
T000003,2001-06-30,2001-10-31,21900.0,22893.473
T000003,2001-06-30,2001-11-30,23807.0,25420.139
T000003,2001-06-30,2001-12-31,23114.0,23783.568
T000003,2001-12-31,2002-01-31,21864.0,22062.426
T000003,2001-12-31,2002-02-28,17663.0,23144.191
T000003,2001-12-31,2002-03-31,25826.0,25263.102
T000003,2001-12-31,2002-04-30,24541.0,23382.348
T000003,2001-12-31,2002-05-31,21020.0,21855.887
T000003,2001-12-31,2002-06-30,17764.0,19462.13
T000003,2002-06-30,2002-07-31,20651.0,20859.477
T000003,2002-06-30,2002-08-31,19040.0,19104.633
T000003,2002-06-30,2002-09-30,17065.0,16909.664
T000003,2002-06-30,2002-10-31,26673.0,21584.455
T000003,2002-06-30,2002-11-30,28147.0,23743.797
T000003,2002-06-30,2002-12-31,24713.0,23884.164
T000003,2002-12-31,2003-01-31,22613.0,24367.492
T000003,2002-12-31,2003-02-28,18756.0,22858.828
T000003,2002-12-31,2003-03-31,21823.0,26194.836
T000003,2002-12-31,2003-04-30,5351.0,25762.297
T000003,2002-12-31,2003-05-31,3958.0,23991.184
T000003,2002-12-31,2003-06-30,6945.0,21649.883
T000003,2003-06-30,2003-07-31,13251.0,11464.5
T000003,2003-06-30,2003-08-31,15081.0,11457.305
T000003,2003-06-30,2003-09-30,15052.0,14227.539
T000003,2003-06-30,2003-10-31,20622.0,20891.484
T000003,2003-06-30,2003-11-30,20671.0,21938.51
T000003,2003-06-30,2003-12-31,22686.0,23114.219
T000003,2003-12-31,2004-01-31,18483.0,21226.723
